Corpus Type: bow
Topic Count: 10

test_14826       0: 0.011031288537060  1: 0.009087114006357  2: 0.296597127729358  3: 0.000261173784137  4: 0.565423946660958  5: 0.038353065607001  6: 0.000261170834468  7: 0.000261143362920  8: 0.078462820081337  9: 0.000261149396405 

training_9094    0: 0.004000261322052  1: 0.004000882970365  2: 0.004000636201229  3: 0.004000574129967  4: 0.209972200954063  5: 0.004000433235144  6: 0.004000413351311  7: 0.758023704316708  8: 0.004000718800616  9: 0.004000174718545 

training_9095    0: 0.004167348234915  1: 0.004167720898390  2: 0.004167162371368  3: 0.004167024223524  4: 0.004169215945233  5: 0.004166922604942  6: 0.004167106272024  7: 0.836512105140612  8: 0.130148232250724  9: 0.004167162058268 

training_9097    0: 0.705919517907891  1: 0.001515283989098  2: 0.001515224306765  3: 0.001515258656331  4: 0.001515179031317  5: 0.001515216130681  6: 0.001515296242901  7: 0.001515187963304  8: 0.001515211657134  9: 0.281958624114579 

training_9098    0: 0.927601238233717  1: 0.001695370223360  2: 0.001695131586018  3: 0.001695767439769  4: 0.001695156786420  5: 0.001695381596833  6: 0.031541109886888  7: 0.028990317027056  8: 0.001695100065849  9: 0.001695427154090 

training_9100    0: 0.284773340533434  1: 0.001923748954432  2: 0.001923630352103  3: 0.382112479011314  4: 0.055650233026705  5: 0.265922974473964  6: 0.001923375325614  7: 0.001923577292931  8: 0.001923376886530  9: 0.001923264142973 

training_9101    0: 0.549820406949110  1: 0.002127878418143  2: 0.002127992781621  3: 0.056308368773343  4: 0.002128056643365  5: 0.002127814833202  6: 0.002128110815475  7: 0.002127737098935  8: 0.002127959989380  9: 0.378975673697427 

training_9102    0: 0.133481666034899  1: 0.002000361801563  2: 0.002000523549477  3: 0.778406303930142  4: 0.002000221220792  5: 0.002000300662515  6: 0.074108977724359  7: 0.002000849108442  8: 0.002000392407949  9: 0.002000403559863 

training_9103    0: 0.008334141334864  1: 0.008333525012801  2: 0.008333447460708  3: 0.008334268962976  4: 0.008333338804946  5: 0.008334677041575  6: 0.008340590541622  7: 0.008333343327900  8: 0.008335452181942  9: 0.924987215330665 

training_9104    0: 0.001724511941308  1: 0.547816137807644  2: 0.001724380624482  3: 0.042264640311432  4: 0.001724234167095  5: 0.302048050324783  6: 0.097525189783509  7: 0.001724362305417  8: 0.001724242017682  9: 0.001724250716648 

training_9107    0: 0.002703098990816  1: 0.002703110135786  2: 0.948133102308914  3: 0.002702822531756  4: 0.002702795039286  5: 0.002702971941844  6: 0.002702942821270  7: 0.002703603042945  8: 0.002703227073250  9: 0.030242326114133 

training_9108    0: 0.090082040988385  1: 0.230054455933444  2: 0.001961058134220  3: 0.666135114892698  4: 0.001961274239667  5: 0.001961344714019  6: 0.001961287579016  7: 0.001961178482576  8: 0.001961221582979  9: 0.001961023452997 

training_9110    0: 0.000406586828411  1: 0.000406619728355  2: 0.305085177349168  3: 0.133766902435801  4: 0.037312679855367  5: 0.029051801818751  6: 0.492750495876951  7: 0.000406559323034  8: 0.000406628726678  9: 0.000406548057484 

training_9111    0: 0.003704170579423  1: 0.003703818756156  2: 0.042670552903303  3: 0.003704006020542  4: 0.003703735564507  5: 0.003704673221237  6: 0.003703904505691  7: 0.003703813856257  8: 0.003703723096927  9: 0.927697601495958 

training_9112    0: 0.476169530049821  1: 0.111558610032989  2: 0.000666908700160  3: 0.394711468407131  4: 0.000666728584556  5: 0.000666799204178  6: 0.013559653140867  7: 0.000666778433543  8: 0.000666765168692  9: 0.000666758278063 

training_9113    0: 0.363174011499318  1: 0.005555743341890  2: 0.005555747414491  3: 0.005555702651075  4: 0.005555585409046  5: 0.005555635628048  6: 0.005556127694912  7: 0.005555703197432  8: 0.005555735833561  9: 0.592380007330228 

training_9115    0: 0.005884021556715  1: 0.005883072091631  2: 0.005883039223910  3: 0.005883781683199  4: 0.005882881670543  5: 0.005882816695493  6: 0.005883591171268  7: 0.005882624210532  8: 0.005886912671283  9: 0.947047259025426 

training_9116    0: 0.122288545779633  1: 0.008333789519733  2: 0.008334811255440  3: 0.008333973976856  4: 0.008333630127279  5: 0.008334295142026  6: 0.008334876183409  7: 0.008333523757058  8: 0.008339373046056  9: 0.811033181212511 

training_9117    0: 0.006666914054562  1: 0.006667007249788  2: 0.006667298155467  3: 0.006667190568452  4: 0.006672198810727  5: 0.006667100579138  6: 0.006666985926072  7: 0.006667041115956  8: 0.006667380579449  9: 0.939990882960388 

training_9118    0: 0.286479272672397  1: 0.006668219943964  2: 0.006667850908697  3: 0.006667918991879  4: 0.251998487314361  5: 0.006667229206593  6: 0.006669239690689  7: 0.006667443282302  8: 0.414845910611812  9: 0.006668427377305 

training_9120    0: 0.056018545794519  1: 0.002128029938319  2: 0.002128039252246  3: 0.002127954645254  4: 0.002128273724721  5: 0.002127899293104  6: 0.002128333594909  7: 0.002128044184964  8: 0.926956480620427  9: 0.002128398951539 

training_9124    0: 0.002325831784950  1: 0.002325921785256  2: 0.267570030830606  3: 0.002325823395027  4: 0.002326435031708  5: 0.002325845731533  6: 0.002325777949709  7: 0.713822208004424  8: 0.002326151496787  9: 0.002325973989999 

training_9127    0: 0.001588043728548  1: 0.001587789856377  2: 0.001587726028441  3: 0.026864538101765  4: 0.001587907299862  5: 0.001587587291623  6: 0.001587628582666  7: 0.001587823093116  8: 0.001588211605070  9: 0.960432744412531 

training_9128    0: 0.006666804786079  1: 0.006667779251493  2: 0.006667195206333  3: 0.006667194394407  4: 0.006669044561935  5: 0.006667290937076  6: 0.006667746226811  7: 0.006666834133354  8: 0.939993372571048  9: 0.006666737931465 

training_9129    0: 0.001754553280934  1: 0.001754844745291  2: 0.001754715135772  3: 0.001754816830394  4: 0.315174867477603  5: 0.001754638115558  6: 0.001754969385399  7: 0.001754502511569  8: 0.670787672036248  9: 0.001754420481232 

training_913     0: 0.002000473605972  1: 0.002000180303847  2: 0.800453313331599  3: 0.002000233887419  4: 0.002000192573185  5: 0.002000217473813  6: 0.002000299446526  7: 0.183543741405347  8: 0.002000711525070  9: 0.002000636447224 

training_9131    0: 0.005882637630994  1: 0.005882796364925  2: 0.005883174299605  3: 0.005882920403165  4: 0.005882901994362  5: 0.005882957143171  6: 0.005882762187897  7: 0.005882666332063  8: 0.947054709826089  9: 0.005882473817729 

training_9132    0: 0.007692418460145  1: 0.007692390666248  2: 0.007692854326503  3: 0.007692344619745  4: 0.007692761201560  5: 0.007692719218106  6: 0.007692490846918  7: 0.007692410360884  8: 0.930767295211505  9: 0.007692315088387 

training_9133    0: 0.003126108392261  1: 0.003126022063055  2: 0.364683555734226  3: 0.003125611184209  4: 0.003125531398109  5: 0.003126207816166  6: 0.003125783146219  7: 0.312925118322045  8: 0.300510695007699  9: 0.003125366936012 

training_9134    0: 0.000680309601451  1: 0.008958463873586  2: 0.024706372812219  3: 0.000680336185350  4: 0.080100122765328  5: 0.000680341747640  6: 0.000680331473538  7: 0.000680334371324  8: 0.882153065976791  9: 0.000680321192773 

training_9135    0: 0.272370040922169  1: 0.001754526021363  2: 0.293299660326455  3: 0.001754450804725  4: 0.001754660128535  5: 0.001754515642836  6: 0.001754538371479  7: 0.422048295931929  8: 0.001754573214182  9: 0.001754738636327 

training_9137    0: 0.006666795319412  1: 0.006667141680791  2: 0.006667134285644  3: 0.006666729915465  4: 0.006668036343966  5: 0.006667201984638  6: 0.006667027632833  7: 0.006666973803148  8: 0.939996236902638  9: 0.006666722131464 

training_9138    0: 0.001052901283131  1: 0.001052911548952  2: 0.001052863272230  3: 0.026400018606076  4: 0.001052865675949  5: 0.001052775063760  6: 0.001052896206472  7: 0.001052787893506  8: 0.965177085811220  9: 0.001052894638704 

training_9139    0: 0.101943041259575  1: 0.070905129583292  2: 0.353334728183510  3: 0.000357223024175  4: 0.000357222700407  5: 0.000357209683037  6: 0.258803096532695  7: 0.000357229114969  8: 0.066722915805030  9: 0.146862204113309 

training_9142    0: 0.000460986335930  1: 0.094575777850132  2: 0.388495576557545  3: 0.000460917974846  4: 0.006040791390947  5: 0.025951611159643  6: 0.391209748887987  7: 0.000460923298727  8: 0.091882701619642  9: 0.000460964924600 

training_9143    0: 0.002174684189284  1: 0.002174118043511  2: 0.833948159047587  3: 0.002174038942890  4: 0.002174349125104  5: 0.002174247755876  6: 0.002174187131055  7: 0.002174369078162  8: 0.002174280950454  9: 0.148657565736076 

training_9146    0: 0.001818570891090  1: 0.277462723355912  2: 0.707989124068103  3: 0.001818548719278  4: 0.001818503833362  5: 0.001818446267311  6: 0.001818564897007  7: 0.001818416127874  8: 0.001818554751851  9: 0.001818547088213 

training_9147    0: 0.001470875777671  1: 0.001470927838147  2: 0.001471039280571  3: 0.301009797328478  4: 0.139487508397074  5: 0.001470796146959  6: 0.463308445850868  7: 0.001470881202771  8: 0.001470965959739  9: 0.087368762217722 

training_9149    0: 0.000549562982490  1: 0.000549538130357  2: 0.490134636696095  3: 0.000549561195044  4: 0.000549611118625  5: 0.000549559893859  6: 0.000549583116912  7: 0.000549544406328  8: 0.505468852264995  9: 0.000549550195296 

training_915     0: 0.001351432618792  1: 0.057718830454763  2: 0.001351882118216  3: 0.020190486749574  4: 0.001351549589819  5: 0.384514842707600  6: 0.001351625763715  7: 0.001351530889877  8: 0.529466364476943  9: 0.001351454630700 

training_9152    0: 0.005265000780799  1: 0.232949641896905  2: 0.005263637813333  3: 0.005263837669427  4: 0.217170651578336  5: 0.005263933577549  6: 0.294380999202306  7: 0.005263778142076  8: 0.005263509293192  9: 0.223915010046076 

training_9153    0: 0.001818349291058  1: 0.001818986795080  2: 0.172157591622621  3: 0.001818440581387  4: 0.001818542247329  5: 0.464851486317707  6: 0.001818372724090  7: 0.330159363765188  8: 0.001818634338939  9: 0.021920232316601 

training_9155    0: 0.016430599449374  1: 0.607447501853631  2: 0.117973108433780  3: 0.140380202495435  4: 0.000885248570622  5: 0.000885212970890  6: 0.000885100065969  7: 0.113342816636084  8: 0.000885177720999  9: 0.000885031803216 

training_9156    0: 0.000757787241666  1: 0.311081652283799  2: 0.000757728892719  3: 0.000757793634030  4: 0.119543602850934  5: 0.116810521689592  6: 0.214917314993068  7: 0.233858187672796  8: 0.000757682960016  9: 0.000757727781381 

training_9158    0: 0.209982072810211  1: 0.092014774549907  2: 0.039160667914363  3: 0.001219746519302  4: 0.001219707278397  5: 0.001219713668731  6: 0.001219842174754  7: 0.001219854148130  8: 0.001219652873238  9: 0.651523968062967 

training_9159    0: 0.384873695664951  1: 0.006667031329342  2: 0.561786043993152  3: 0.006667090797276  4: 0.006667125461198  5: 0.006667203600322  6: 0.006669472556093  7: 0.006666883186769  8: 0.006666968828755  9: 0.006668484582143 

training_9160    0: 0.536366167693762  1: 0.001010423193015  2: 0.001010431816777  3: 0.043733039244035  4: 0.001010294288405  5: 0.001010274063901  6: 0.001010487815907  7: 0.001010287793620  8: 0.001010449457140  9: 0.412828144633437 

training_9161    0: 0.384734155067814  1: 0.266989434824952  2: 0.096944969464271  3: 0.001887153053718  4: 0.001887020373081  5: 0.001887189219438  6: 0.001887148956651  7: 0.001887297824480  8: 0.001887030039729  9: 0.240008601175865 

training_9162    0: 0.087700876902882  1: 0.004762339123481  2: 0.004762635361488  3: 0.004762255387666  4: 0.874198993480742  5: 0.004762343441322  6: 0.004762895654069  7: 0.004762527426560  8: 0.004762451489562  9: 0.004762681732228 

training_9163    0: 0.000757629404136  1: 0.000757714690193  2: 0.000757741994712  3: 0.105659491975597  4: 0.378883127930751  5: 0.000757806335084  6: 0.000757705008583  7: 0.431427720567129  8: 0.038410992508148  9: 0.041830069585666 

training_9164    0: 0.002222749097787  1: 0.002223201741978  2: 0.219145555202967  3: 0.002222598608736  4: 0.002222531446364  5: 0.002222636097430  6: 0.002222649029402  7: 0.098713321555711  8: 0.666581925637695  9: 0.002222831581929 

training_9165    0: 0.003333553745133  1: 0.003333731222614  2: 0.003334069262106  3: 0.003333570464051  4: 0.003333496017011  5: 0.003333893181317  6: 0.003333664210212  7: 0.969996735638347  8: 0.003333824932710  9: 0.003333461326498 

training_9166    0: 0.000961639573664  1: 0.000961619701844  2: 0.000961770116124  3: 0.000961686405986  4: 0.605273204380358  5: 0.000961654612262  6: 0.000961678980491  7: 0.000961789225925  8: 0.387033265308272  9: 0.000961691695074 

training_9170    0: 0.009623306932490  1: 0.034662510181226  2: 0.259669983749552  3: 0.024303788309868  4: 0.065007082498287  5: 0.389248038406286  6: 0.000228364837661  7: 0.000228342121764  8: 0.216800247617058  9: 0.000228335345808 

training_9171    0: 0.001960950532697  1: 0.001960846937170  2: 0.883645905995167  3: 0.001960906373529  4: 0.001961023354074  5: 0.001961111453124  6: 0.100665930787267  7: 0.001961307835427  8: 0.001961004039376  9: 0.001961012692169 

training_9172    0: 0.087587872006146  1: 0.175044290751148  2: 0.179617905822863  3: 0.550341190013458  4: 0.001234896072912  5: 0.001234799829867  6: 0.001234816764160  7: 0.001234699020560  8: 0.001234802711444  9: 0.001234727007443 

training_9175    0: 0.076909312944776  1: 0.000854879965663  2: 0.076930366842968  3: 0.232160746278831  4: 0.000854922865920  5: 0.018848930565022  6: 0.512709236751825  7: 0.079021873923096  8: 0.000854825731051  9: 0.000854904130848 

training_9177    0: 0.004546515203510  1: 0.004546181533792  2: 0.004548163788257  3: 0.004545848927838  4: 0.004545835322660  5: 0.004545778052744  6: 0.004546198933839  7: 0.004545806093427  8: 0.060327716508797  9: 0.903301955635136 

training_9178    0: 0.031123130613713  1: 0.001695147134935  2: 0.955314707896850  3: 0.001695035451419  4: 0.001695147848592  5: 0.001695717967562  6: 0.001695146580511  7: 0.001695445201139  8: 0.001695475524940  9: 0.001695045780339 

training_918     0: 0.000787640529025  1: 0.000787592838760  2: 0.587177922813639  3: 0.000787633684566  4: 0.094370803040971  5: 0.312938320247089  6: 0.000787547725915  7: 0.000787551642951  8: 0.000787480076276  9: 0.000787507400809 

training_9181    0: 0.063952500451030  1: 0.023979203027429  2: 0.578422228988658  3: 0.001205075517230  4: 0.001205046828214  5: 0.001205011563463  6: 0.243292820348647  7: 0.030445682381456  8: 0.001205044249159  9: 0.055087386644713 

training_9182    0: 0.070379988996805  1: 0.000543619181579  2: 0.466729688301935  3: 0.000543581118133  4: 0.000543561201777  5: 0.044622970295138  6: 0.415005774660776  7: 0.000543611726709  8: 0.000543611977891  9: 0.000543592539256 

training_9184    0: 0.105669974051790  1: 0.000934768870332  2: 0.815970048672048  3: 0.000934811818585  4: 0.071816443287668  5: 0.000934781176828  6: 0.000934802426358  7: 0.000934781040671  8: 0.000934803010464  9: 0.000934785645258 

training_9187    0: 0.003226650138909  1: 0.003226721668157  2: 0.096084239055055  3: 0.003226254412469  4: 0.003226087285166  5: 0.003226241867259  6: 0.003226547349713  7: 0.003226318724288  8: 0.003226350122989  9: 0.878104589375996 

training_9189    0: 0.001754864967311  1: 0.001754898518767  2: 0.152440473973223  3: 0.001754932829544  4: 0.001754617471804  5: 0.001754734462573  6: 0.001754845368765  7: 0.001754728802655  8: 0.001754744723760  9: 0.833521158881597 

training_9190    0: 0.037534253481826  1: 0.316779239735801  2: 0.092425255319430  3: 0.001052771340532  4: 0.016094458800270  5: 0.375101315410992  6: 0.001052891647194  7: 0.157854215543503  8: 0.001052780326760  9: 0.001052818393692 

training_9192    0: 0.094101144867241  1: 0.002000486008235  2: 0.627709748712479  3: 0.002000744871408  4: 0.002000447599077  5: 0.002000439377865  6: 0.264185840332024  7: 0.002000345965753  8: 0.002000370938259  9: 0.002000431327659 

training_9193    0: 0.002500956902137  1: 0.002500780059494  2: 0.358309025741169  3: 0.002500571726121  4: 0.002500796513003  5: 0.002500458349351  6: 0.002500654229385  7: 0.621686225685245  8: 0.002500311825472  9: 0.002500218968624 

training_9194    0: 0.001042554908979  1: 0.001041904743081  2: 0.990621896839018  3: 0.001041823429908  4: 0.001042078930208  5: 0.001041873616210  6: 0.001042142278472  7: 0.001041879371660  8: 0.001041931067800  9: 0.001041914814665 

training_9195    0: 0.003449586382248  1: 0.083111184597149  2: 0.003449075947128  3: 0.003448707066814  4: 0.746494412312127  5: 0.003448810243679  6: 0.003449637272647  7: 0.003449164330124  8: 0.146249637566769  9: 0.003449784281315 

training_9196    0: 0.074875866802918  1: 0.001613257270358  2: 0.912218796691124  3: 0.001613184699223  4: 0.001613076040941  5: 0.001613159424112  6: 0.001613137170552  7: 0.001613197362719  8: 0.001613317471567  9: 0.001613007066485 

training_9197    0: 0.003226032758446  1: 0.242430090518656  2: 0.072571387426719  3: 0.076177564377984  4: 0.003226854843852  5: 0.589462199460400  6: 0.003226340228414  7: 0.003227058818791  8: 0.003226530845088  9: 0.003225940721650 

training_92      0: 0.238038304961406  1: 0.004762280140659  2: 0.155246764804316  3: 0.004762125286879  4: 0.004763084526642  5: 0.004762367406784  6: 0.004762350101821  7: 0.004763342305314  8: 0.456835632782580  9: 0.121303747683599 

training_920     0: 0.312842658817935  1: 0.001587496544530  2: 0.001587625370727  3: 0.001587579573192  4: 0.001587522970910  5: 0.001587459308995  6: 0.037677382034672  7: 0.001587400085068  8: 0.001587419284261  9: 0.638367456009709 

training_9201    0: 0.002222818379949  1: 0.002222769763747  2: 0.109889960801168  3: 0.002223178223208  4: 0.002222581024936  5: 0.002222546371988  6: 0.002222421816485  7: 0.872328795189711  8: 0.002222511698098  9: 0.002222416730709 

training_9202    0: 0.001099170074548  1: 0.124121141389783  2: 0.098252832753261  3: 0.001099154135167  4: 0.001099046838275  5: 0.001099231135743  6: 0.435402475670986  7: 0.001099251074678  8: 0.265109838469841  9: 0.071617858457718 

training_9203    0: 0.000296764253486  1: 0.000296806330407  2: 0.011052212781659  3: 0.027645684133631  4: 0.000296799742519  5: 0.789609388775449  6: 0.000296777850269  7: 0.089816012720703  8: 0.080392804435587  9: 0.000296748976289 

training_9204    0: 0.001852147184123  1: 0.444688017249062  2: 0.074551718533653  3: 0.309151567571907  4: 0.001852136256161  5: 0.001852266399618  6: 0.160495512370638  7: 0.001852319800560  8: 0.001852301069320  9: 0.001852013564957 

training_9205    0: 0.000885035515765  1: 0.107620692256558  2: 0.329036796079290  3: 0.312492716652914  4: 0.015852234311991  5: 0.058688130443833  6: 0.061905304162815  7: 0.111748954443281  8: 0.000885119623392  9: 0.000885016510163 

training_9206    0: 0.370611770696164  1: 0.086793747387680  2: 0.539291902093602  3: 0.000471811808850  4: 0.000471772557322  5: 0.000471816852476  6: 0.000471820201160  7: 0.000471780645508  8: 0.000471811914665  9: 0.000471765842573 

training_9207    0: 0.001315925666959  1: 0.001315964628647  2: 0.001316026683288  3: 0.001315897373059  4: 0.524589180322791  5: 0.001315968739840  6: 0.001316003642357  7: 0.433335546667699  8: 0.032863536223802  9: 0.001315950051557 

training_9208    0: 0.000645267795365  1: 0.015295942995345  2: 0.134244069007962  3: 0.255129321088530  4: 0.000645380093175  5: 0.529250765922394  6: 0.000645289808227  7: 0.055036671583823  8: 0.000645245441286  9: 0.008462046263893 

training_921     0: 0.323134853204344  1: 0.060057909057725  2: 0.000633061241077  3: 0.000633040619289  4: 0.047207796198692  5: 0.348833673033312  6: 0.000633099977731  7: 0.000633037255839  8: 0.038752402187198  9: 0.179481127224793 

training_9210    0: 0.001075456502998  1: 0.472118789707168  2: 0.001075448455299  3: 0.086222811086965  4: 0.001075583649461  5: 0.201918023244470  6: 0.233287541077512  7: 0.001075365525029  8: 0.001075439046401  9: 0.001075541704698 

training_9213    0: 0.000549568234049  1: 0.000549540171463  2: 0.510530425080611  3: 0.000549561001489  4: 0.000549612186536  5: 0.000549560121042  6: 0.000549581511912  7: 0.000549544084293  8: 0.485073057567410  9: 0.000549550041194 

training_9214    0: 0.056027061774210  1: 0.002128029914962  2: 0.002128039216186  3: 0.002127954638269  4: 0.002128273872443  5: 0.002127899288537  6: 0.002128333556461  7: 0.002128044126230  8: 0.926947964889865  9: 0.002128398722837 

training_9216    0: 0.001052901283957  1: 0.001052911549902  2: 0.001052856101012  3: 0.026399865812192  4: 0.001052866308501  5: 0.001052775063284  6: 0.001052896207190  7: 0.001052787893212  8: 0.965177245141551  9: 0.001052894639199 

training_9217    0: 0.004000376659266  1: 0.004000213996476  2: 0.963995989470378  3: 0.004000198926801  4: 0.004000315010391  5: 0.004000386913873  6: 0.004000415654704  7: 0.004000601889196  8: 0.004001126515634  9: 0.004000374963280 

training_9218    0: 0.003572139591703  1: 0.003571788463647  2: 0.967851768938167  3: 0.003571923713010  4: 0.003571743412451  5: 0.003572119377854  6: 0.003572240122836  7: 0.003571824499710  8: 0.003572658668000  9: 0.003571793212622 

training_922     0: 0.444474744325351  1: 0.179331127115515  2: 0.146884527640767  3: 0.000365034436655  4: 0.000365060398443  5: 0.098921887137840  6: 0.000365089189297  7: 0.000365032533951  8: 0.034061939579918  9: 0.094865557642262 

training_9220    0: 0.000680309601534  1: 0.008958470771941  2: 0.024706507065864  3: 0.000680336186218  4: 0.080096315465390  5: 0.000680341747805  6: 0.000680331473567  7: 0.000680334371335  8: 0.882156732123487  9: 0.000680321192860 

training_9222    0: 0.000961639574581  1: 0.000961619702322  2: 0.000961770119621  3: 0.000961686404654  4: 0.605291079522218  5: 0.000961654612419  6: 0.000961678981062  7: 0.000961789229567  8: 0.387015390159873  9: 0.000961691693682 

training_9224    0: 0.001064109966909  1: 0.001063968246639  2: 0.063978659641807  3: 0.001063953080324  4: 0.246722350638069  5: 0.001063986238488  6: 0.001064072507610  7: 0.001063992733917  8: 0.681850894038481  9: 0.001064012907756 

training_9228    0: 0.100000000000000  1: 0.100000000000000  2: 0.100000000000000  3: 0.100000000000000  4: 0.100000000000000  5: 0.100000000000000  6: 0.100000000000000  7: 0.100000000000000  8: 0.100000000000000  9: 0.100000000000000 

training_9229    0: 0.002326215012989  1: 0.002326260905877  2: 0.002326363177446  3: 0.002325967759585  4: 0.002325882606177  5: 0.002326075274299  6: 0.282015587281173  7: 0.002325831654913  8: 0.002326046006159  9: 0.699375770321381 

training_9230    0: 0.000893091698676  1: 0.160605193797709  2: 0.000893104775746  3: 0.581262662072664  4: 0.000893102783347  5: 0.000893285526709  6: 0.000893060113382  7: 0.000892941528313  8: 0.000893277105071  9: 0.251880280598383 

training_9231    0: 0.738302792440315  1: 0.001960855325414  2: 0.001960890719807  3: 0.001960845885821  4: 0.001960839254808  5: 0.023057425204112  6: 0.001960908957312  7: 0.001960849050153  8: 0.001960830068457  9: 0.224913763093800 

training_9232    0: 0.703927047992041  1: 0.002083671868991  2: 0.002083678720267  3: 0.002083763778276  4: 0.002084371084198  5: 0.197450499131735  6: 0.002083867881868  7: 0.002083524025660  8: 0.039478488398097  9: 0.046641087118868 

training_9234    0: 0.002128045375484  1: 0.056510847812307  2: 0.248714005400853  3: 0.038365470558148  4: 0.002128164230702  5: 0.002128021046224  6: 0.643641447644063  7: 0.002127923711147  8: 0.002128002170706  9: 0.002128072050367 

training_9235    0: 0.088934618321134  1: 0.002127805776694  2: 0.002127866359092  3: 0.002127806181355  4: 0.002127703227850  5: 0.002127763757882  6: 0.002128187702486  7: 0.002127789490295  8: 0.002127730125321  9: 0.894042729057891 

training_9237    0: 0.568087849203323  1: 0.002174681956904  2: 0.041282751690353  3: 0.002174785819916  4: 0.002174101577673  5: 0.002174559865519  6: 0.002174442284880  7: 0.002174082534874  8: 0.002174017854009  9: 0.375408727212548 

training_9238    0: 0.156960941580384  1: 0.003125096185070  2: 0.003125185869673  3: 0.003125122659120  4: 0.003125082308402  5: 0.003125140440260  6: 0.003125171401019  7: 0.003125157525894  8: 0.003125087711592  9: 0.818038014318587 

training_9239    0: 0.099326194960654  1: 0.005264525629136  2: 0.005263421454334  3: 0.502156856434972  4: 0.005264141112038  5: 0.005263679913391  6: 0.005263922853356  7: 0.005263381792164  8: 0.005263834682065  9: 0.361670041167889 

training_924     0: 0.112900652620365  1: 0.002127942088398  2: 0.517144397926411  3: 0.002127797410133  4: 0.002127945929057  5: 0.002128036662408  6: 0.355058445369770  7: 0.002128245085714  8: 0.002128305872734  9: 0.002128231035009 

training_9240    0: 0.003334081482854  1: 0.003333602922699  2: 0.003334088080365  3: 0.003333969520253  4: 0.003333999990391  5: 0.003333955429672  6: 0.003333885327981  7: 0.003334393978897  8: 0.003333979660806  9: 0.969994043606082 

training_9242    0: 0.511448009679926  1: 0.001852178486283  2: 0.001852553651060  3: 0.141699027515970  4: 0.001852261704700  5: 0.001852225576339  6: 0.333887039969429  7: 0.001852587572168  8: 0.001852063959239  9: 0.001852051884885 

training_9243    0: 0.007692808142262  1: 0.568605158466466  2: 0.007692918499624  3: 0.007692980250938  4: 0.369852036690831  5: 0.007692814630834  6: 0.007692601436903  7: 0.007693211655272  8: 0.007692913858543  9: 0.007692556368328 

training_9246    0: 0.020213419407693  1: 0.766859888296073  2: 0.001087071670938  3: 0.001087165289407  4: 0.205317039080985  5: 0.001087061790577  6: 0.001087088124244  7: 0.001087093324563  8: 0.001087079656002  9: 0.001087093359516 

training_925     0: 0.000260451503140  1: 0.000260466454051  2: 0.334284857278686  3: 0.042838873913391  4: 0.547210755335614  5: 0.008636055646726  6: 0.000260499044755  7: 0.031654407484960  8: 0.034333202215050  9: 0.000260431123625 

training_9250    0: 0.005000529083704  1: 0.059570186281574  2: 0.005000495056376  3: 0.005000482759316  4: 0.005000117794096  5: 0.005000185338125  6: 0.005000233459025  7: 0.005000204320811  8: 0.005000483361654  9: 0.900427082545320 

training_9252    0: 0.002941591738894  1: 0.973526522416871  2: 0.002941404597739  3: 0.002941744624833  4: 0.002941368154965  5: 0.002941450479715  6: 0.002941759717485  7: 0.002941370584444  8: 0.002941376047978  9: 0.002941411637077 

training_9253    0: 0.062762752177469  1: 0.000704708289948  2: 0.434320754378333  3: 0.010285306581928  4: 0.000704330424883  5: 0.054277428088630  6: 0.009906053779903  7: 0.425630043081520  8: 0.000704341578724  9: 0.000704281618662 

training_9255    0: 0.148679737671479  1: 0.006251296392966  2: 0.006250224538372  3: 0.006250698026966  4: 0.006250285280048  5: 0.006250397815402  6: 0.006250915642477  7: 0.006250102481997  8: 0.006250167073451  9: 0.801316175076841 

training_9258    0: 0.002564345476309  1: 0.002564762909694  2: 0.002564386854498  3: 0.976920387103807  4: 0.002564217803690  5: 0.002564370804926  6: 0.002564431494224  7: 0.002564279391585  8: 0.002564533571335  9: 0.002564284589931 

training_9259    0: 0.001887292931476  1: 0.001887277536369  2: 0.001887244202346  3: 0.645966917257566  4: 0.001887319213805  5: 0.001887403646430  6: 0.064460647834788  7: 0.001887269186211  8: 0.135392325592894  9: 0.142856302598116 

training_926     0: 0.000724743285980  1: 0.000724777952819  2: 0.000724814354049  3: 0.000724730513243  4: 0.011890527963295  5: 0.000724736485208  6: 0.015098348748749  7: 0.000724737286990  8: 0.967937896882631  9: 0.000724686527037 

training_9260    0: 0.007694103863898  1: 0.007693810868055  2: 0.007693465256634  3: 0.007692583232875  4: 0.007692409297101  5: 0.007693202613886  6: 0.007692711648402  7: 0.007692966222653  8: 0.007692395099205  9: 0.930762351897291 

training_9261    0: 0.003847146436106  1: 0.003846445836054  2: 0.965378942464250  3: 0.003846403721965  4: 0.003846463033395  5: 0.003846535840388  6: 0.003846768304133  7: 0.003846828930614  8: 0.003847329057139  9: 0.003847136375955 

training_9263    0: 0.279373120183722  1: 0.003704621350614  2: 0.003704479392745  3: 0.003704619841958  4: 0.003706086555424  5: 0.003704302767421  6: 0.003704942660921  7: 0.003704363882813  8: 0.003704614495184  9: 0.690988848869200 

