Corpus Type: tfidf
Topic Count: 10

test_14826        6: 0.716346760342798   1: 0.141413697284777   0: 0.089762600406294   5: 0.007512142320442   4: 0.007496317648533   8: 0.007494777518466   9: 0.007493890383417   7: 0.007493545316433   3: 0.007493239709685   2: 0.007493029069156 

training_5797     8: 0.771809567293475   6: 0.025381948569880   5: 0.025356827446082   9: 0.025355875882939   4: 0.025351984227925   7: 0.025351927497730   0: 0.025349834360811   1: 0.025349563979713   3: 0.025346402273769   2: 0.025346068467676 

training_5798     6: 0.445829782587159   8: 0.335658303382475   3: 0.091381871899211   7: 0.018164492750685   9: 0.018163247596925   0: 0.018162885570902   5: 0.018161012152699   1: 0.018160371607089   2: 0.018159016638258   4: 0.018159015814597 

training_58       6: 0.813762328782326   5: 0.020705671119004   1: 0.020697846659102   8: 0.020695085098318   0: 0.020692414947371   4: 0.020691825587120   9: 0.020690438074377   2: 0.020688374890752   7: 0.020688298390140   3: 0.020687716451491 

training_5800     6: 0.753152566683333   0: 0.133122355420347   5: 0.030572577523688   1: 0.026514367509707   8: 0.009717843009739   2: 0.009418833888466   4: 0.009379566422834   7: 0.009374736432870   3: 0.009373844914217   9: 0.009373308194799 

training_5803     6: 0.497291805805022   0: 0.255911594351015   9: 0.030873159552983   7: 0.030847637029559   1: 0.030847441048039   8: 0.030846741538997   5: 0.030845949969337   3: 0.030845310773563   2: 0.030845270480860   4: 0.030845089450624 

training_5804     6: 0.508340285471737   0: 0.248891029540151   9: 0.030348076531355   1: 0.030346837431092   8: 0.030346780928211   7: 0.030346743028001   5: 0.030346017834483   2: 0.030344847823961   3: 0.030344763939969   4: 0.030344617471038 

training_5805     6: 0.610926086798774   0: 0.280510660520371   5: 0.013571292336172   9: 0.013570902283933   1: 0.013570543142891   7: 0.013570271267655   8: 0.013570212933210   4: 0.013570211345269   2: 0.013569915623925   3: 0.013569903747801 

training_5807     6: 0.570899899387907   0: 0.283384058499635   5: 0.018215806629066   9: 0.018215634039182   1: 0.018214626164388   8: 0.018214279982611   7: 0.018214081242426   4: 0.018214074378191   2: 0.018213798828104   3: 0.018213740848489 

training_5808     6: 0.471246262479054   0: 0.290658095597349   1: 0.084429373571625   7: 0.056496591647623   5: 0.042112757783283   9: 0.018521192361416   8: 0.009164820241977   3: 0.009127869375637   4: 0.009121717556560   2: 0.009121319385477 

training_5810     6: 0.766619499058147   0: 0.064021234505493   1: 0.061721913293511   3: 0.027148346141018   9: 0.013443989249725   8: 0.013414692529577   5: 0.013409567239394   7: 0.013407173934345   4: 0.013406854445937   2: 0.013406729602853 

training_5811     6: 0.804012058759655   5: 0.060075692211177   8: 0.016997855037324   1: 0.016989140448031   0: 0.016989012991605   9: 0.016987980923057   4: 0.016987325112002   7: 0.016987130708389   3: 0.016986982340425   2: 0.016986821468334 

training_5812     6: 0.672454902674248   0: 0.166358672101710   1: 0.039355148437735   8: 0.031323241736954   9: 0.022507811511901   5: 0.013670106033359   4: 0.013582715972659   3: 0.013582532187485   7: 0.013582495168379   2: 0.013582374175569 

training_5814     6: 0.628869686570518   3: 0.173111505347715   9: 0.024756834459401   8: 0.024755370185538   0: 0.024753027473064   7: 0.024752392193455   1: 0.024751134876983   5: 0.024750444431409   2: 0.024749994232209   4: 0.024749610229707 

training_5815     5: 0.527843712992199   6: 0.223807081851469   8: 0.081109060116320   1: 0.023896391121873   9: 0.023894938581530   0: 0.023890358558371   4: 0.023890229323672   2: 0.023889934073360   7: 0.023889749260002   3: 0.023888544121206 

training_5818     6: 0.695636509323133   1: 0.085374236906859   3: 0.051788526341951   8: 0.049924748262440   5: 0.019554337595181   4: 0.019552202296513   9: 0.019551374525573   0: 0.019539909138855   7: 0.019539824535157   2: 0.019538331074338 

training_5819     9: 0.848347833297695   6: 0.016853051720128   8: 0.016850770893497   5: 0.016850710863967   0: 0.016850120534263   4: 0.016849891691867   1: 0.016849759217855   2: 0.016849327042120   3: 0.016849279936094   7: 0.016849254802514 

training_5822     5: 0.434999324251771   0: 0.361620149717531   3: 0.094580811642575   6: 0.015550104804822   1: 0.015543127615174   8: 0.015542289671367   9: 0.015541840718446   4: 0.015541273304296   7: 0.015540863157860   2: 0.015540215116159 

training_5826     6: 0.721633301354282   0: 0.084770219947055   5: 0.056271488436423   2: 0.019630185602773   8: 0.019616330818061   1: 0.019615899006091   7: 0.019615876038944   9: 0.019615629903950   4: 0.019615624397907   3: 0.019615444494514 

training_5827     6: 0.689748271560624   0: 0.193733380648311   7: 0.026985247206412   9: 0.016570328925867   3: 0.015774272452657   8: 0.011447982784133   5: 0.011444231179091   1: 0.011434881851232   2: 0.011430711141814   4: 0.011430692249858 

training_5830     6: 0.806036451402770   0: 0.041567685527109   7: 0.031905745179603   9: 0.017264178400638   8: 0.017228921247522   5: 0.017206663318857   1: 0.017201895937565   3: 0.017198145579545   4: 0.017196053566127   2: 0.017194259840264 

training_5833     6: 0.692047937979609   8: 0.164378223359271   1: 0.017947728891951   0: 0.017947270077418   5: 0.017947154305415   9: 0.017947101895093   4: 0.017946728388313   2: 0.017945989867165   3: 0.017945938390657   7: 0.017945926845109 

training_5835     6: 0.823012718798786   7: 0.061705856352811   0: 0.014428380685346   5: 0.014412228303822   1: 0.014406968113990   8: 0.014406966679447   9: 0.014406961318693   3: 0.014406722002626   4: 0.014406610562278   2: 0.014406587182200 

training_5836     6: 0.554220521148211   8: 0.279647584569878   1: 0.046391488363647   0: 0.017110840324592   5: 0.017107246929397   9: 0.017105625498075   4: 0.017104531500818   7: 0.017104222649288   2: 0.017104029692578   3: 0.017103909323516 

training_5838     6: 0.744151634347123   1: 0.028431130474675   9: 0.028429297019817   5: 0.028428473332708   7: 0.028428097624613   0: 0.028426969990459   8: 0.028426523861390   4: 0.028426009993511   3: 0.028426006483516   2: 0.028425856872188 

training_5839     6: 0.827179248202533   9: 0.019203344603255   5: 0.019202946985201   0: 0.019202559859248   7: 0.019202235306824   1: 0.019202191529646   8: 0.019202113626338   2: 0.019201853061061   4: 0.019201760968110   3: 0.019201745857785 

training_5841     6: 0.846645653735648   0: 0.054306895361184   1: 0.012430242246549   8: 0.012376674271356   5: 0.012374275679592   9: 0.012373868610568   7: 0.012373149417070   4: 0.012373127498747   3: 0.012373066122058   2: 0.012373047057228 

training_5842     6: 0.649195356184746   7: 0.147607743445543   9: 0.067691555529275   8: 0.033289603117807   1: 0.017055942530998   0: 0.017048749496963   5: 0.017031849434297   4: 0.017026899084596   3: 0.017026202921991   2: 0.017026098253785 

training_5845     6: 0.653882174999905   5: 0.132700774701410   4: 0.026685170458353   9: 0.026682729919664   8: 0.026677657715486   0: 0.026675160600448   3: 0.026674844206606   1: 0.026674352961142   7: 0.026673653635558   2: 0.026673480801426 

training_5847     6: 0.697612167448790   9: 0.078934259290497   7: 0.067760526051815   1: 0.053378435986691   0: 0.017076118118074   5: 0.017048721108307   8: 0.017047657552369   2: 0.017047444304374   4: 0.017047362145839   3: 0.017047307993244 

training_5848     6: 0.826936093538233   3: 0.035361302123030   0: 0.026334641211846   7: 0.026103422989706   4: 0.014291607878943   8: 0.014249575880103   9: 0.014192099343090   1: 0.014185981385478   5: 0.014176997621262   2: 0.014168278028309 

training_5849     6: 0.533767973954794   9: 0.313979643578436   7: 0.039257893569621   8: 0.016148904782935   0: 0.016145234303003   5: 0.016141246909802   1: 0.016140142027766   4: 0.016139731285845   3: 0.016139626558595   2: 0.016139603029203 

training_5850     6: 0.508008684641466   1: 0.306972298594702   9: 0.106339356874957   3: 0.017063592065197   0: 0.010322634492464   5: 0.010259517652100   8: 0.010258568623554   4: 0.010258556772644   7: 0.010258398713147   2: 0.010258391569770 

training_5852     6: 0.811748239605836   1: 0.044001658862961   0: 0.033291089693265   3: 0.032060085238301   2: 0.013153847983448   8: 0.013151610573684   9: 0.013151533785359   5: 0.013148526493993   7: 0.013146744660908   4: 0.013146663102244 

training_5854     3: 0.512881188480376   6: 0.184971759698000   9: 0.072588034547976   1: 0.059153945785382   5: 0.058965058728012   0: 0.022337186564895   7: 0.022296884598580   4: 0.022269376208081   8: 0.022268662987397   2: 0.022267902401301 

training_5858     6: 0.842592836885311   0: 0.079569359365186   1: 0.018514857420169   8: 0.008477592588524   5: 0.008475033168088   4: 0.008474651475246   7: 0.008474166640703   9: 0.008473952004044   2: 0.008473776198259   3: 0.008473774254471 

training_5861     9: 0.817007807151642   6: 0.020338981127066   8: 0.020334213591576   1: 0.020333384510959   0: 0.020332394319159   5: 0.020332133846094   2: 0.020330784523875   7: 0.020330612186996   4: 0.020329987718612   3: 0.020329701024021 

training_5866     6: 0.605817180938219   7: 0.124074464050157   3: 0.076560155511373   1: 0.073921249642783   0: 0.038078032227695   9: 0.016316693579716   8: 0.016309715226419   5: 0.016307784983677   2: 0.016307564798008   4: 0.016307159041953 

training_5868     0: 0.499006078618027   6: 0.292809587677560   1: 0.100175948476642   4: 0.024052319574407   3: 0.014026362732365   5: 0.013989802592790   7: 0.013985474375784   9: 0.013985314658390   8: 0.013984708513596   2: 0.013984402780438 

training_5870     6: 0.477453077916693   1: 0.414606926308826   0: 0.013493686013821   8: 0.013492953888422   7: 0.013492812932069   5: 0.013492717123911   9: 0.013492347953331   4: 0.013491881805542   2: 0.013491845676183   3: 0.013491750381202 

training_5873     6: 0.631956933131327   4: 0.155169343187419   0: 0.088273067498123   9: 0.038216792768294   5: 0.014455118026395   3: 0.014387779528093   1: 0.014386804764523   2: 0.014385037263562   8: 0.014384922440888   7: 0.014384201391374 

training_5875     4: 0.498188325691936   1: 0.328707259715909   6: 0.021639974335510   5: 0.021639260225070   0: 0.021639135061583   2: 0.021638558463626   8: 0.021637080674719   7: 0.021637011491386   3: 0.021636773006543   9: 0.021636621333717 

training_5876     0: 0.692449202262895   5: 0.148199562661505   1: 0.019923460931508   6: 0.019920927173914   9: 0.019918489219317   4: 0.019918301077557   3: 0.019917948218665   2: 0.019917635626046   8: 0.019917245956828   7: 0.019917226871764 

training_5879     6: 0.686939429842668   0: 0.197077109000957   5: 0.024878131342639   7: 0.024137964440674   8: 0.019161019181631   1: 0.009660884088277   2: 0.009632179233759   9: 0.009522737892495   4: 0.009495350503012   3: 0.009495194473889 

training_5880     6: 0.732184993076071   8: 0.100462662962949   0: 0.049850203556135   1: 0.016787958259757   5: 0.016787221978320   4: 0.016785547311873   2: 0.016785531250596   3: 0.016785350863529   9: 0.016785307782019   7: 0.016785222958751 

training_5883     6: 0.752146345552088   5: 0.027574529089743   4: 0.027546540420770   8: 0.027542674850946   9: 0.027537303995894   1: 0.027531921966824   0: 0.027531390506387   7: 0.027531105293838   3: 0.027529117219355   2: 0.027529071104155 

training_5886     6: 0.706487365907950   9: 0.148871792202614   1: 0.018082659864574   0: 0.018082383525307   5: 0.018082045510794   7: 0.018080404476462   4: 0.018078796810282   2: 0.018078400921034   3: 0.018078108809954   8: 0.018078041971027 

training_5887     6: 0.682124627482086   0: 0.201370158131535   5: 0.014645770400551   8: 0.014555664479937   1: 0.014552423238308   9: 0.014551268580518   4: 0.014550264455338   2: 0.014549974385925   7: 0.014549961539368   3: 0.014549887306433 

training_5888     0: 0.522873249240166   5: 0.178199265378518   6: 0.131228554734224   7: 0.067004737857765   4: 0.032875111352461   1: 0.020095043190877   2: 0.014772234652348   9: 0.011059968978757   3: 0.010946942141344   8: 0.010944892473540 

training_5889     5: 0.422021445583656   2: 0.230309430497550   4: 0.220132942642779   6: 0.018243995572322   0: 0.018235990358226   1: 0.018219000323947   9: 0.018209932300248   7: 0.018209923018539   8: 0.018209286022797   3: 0.018208053679935 

training_5894     5: 0.588094591827433   0: 0.255902213160958   4: 0.019502896759370   6: 0.019501488729196   7: 0.019500099209479   1: 0.019499925041100   8: 0.019499738791476   9: 0.019499733270766   2: 0.019499674470604   3: 0.019499638739616 

training_5895     6: 0.811506859173517   0: 0.088082148067514   9: 0.026179469614993   7: 0.010628243040642   3: 0.010602383029530   1: 0.010602267525349   5: 0.010601954303588   8: 0.010598968076986   2: 0.010598904898070   4: 0.010598802269813 

training_5896     6: 0.598480218547355   0: 0.221902765018480   1: 0.059590688365055   8: 0.042546979434917   9: 0.018738462849271   5: 0.011754730872811   7: 0.011748295644313   2: 0.011747252024998   4: 0.011745435384025   3: 0.011745171858775 

training_5898     4: 0.780292978125456   5: 0.024418490558848   8: 0.024411289299770   3: 0.024411142838588   9: 0.024411126653477   2: 0.024411083825540   0: 0.024411001508888   1: 0.024410985733610   7: 0.024410973322403   6: 0.024410928133420 

training_5899     0: 0.602630944457307   1: 0.238671005204516   5: 0.030127349819774   4: 0.018716575528508   6: 0.018369144989413   9: 0.018330170210375   2: 0.018292437855737   7: 0.018287723899637   3: 0.018287382839343   8: 0.018287265195391 

training_59       6: 0.604422907095203   8: 0.237176332663222   0: 0.042895591535302   1: 0.016517218218863   5: 0.016501113528431   2: 0.016498056061218   9: 0.016497973171738   3: 0.016497628506614   7: 0.016496836742024   4: 0.016496342477384 

training_5900     0: 0.633421927659256   6: 0.205669666222100   9: 0.038616671648052   4: 0.017532993109057   1: 0.017468165203939   5: 0.017458833110395   3: 0.017458188031637   8: 0.017458036752054   7: 0.017457868790003   2: 0.017457649473508 

training_5901     5: 0.465405220746063   0: 0.238700860027721   1: 0.138268020799990   4: 0.022520134934870   3: 0.022518074691767   8: 0.022517825622269   9: 0.022517520200765   6: 0.022517480520077   2: 0.022517433612792   7: 0.022517428843685 

training_5902     1: 0.689143175878966   6: 0.142084325621535   5: 0.035714334273929   3: 0.019025887102812   9: 0.019005965351296   7: 0.019005901517584   8: 0.019005850973367   0: 0.019005499450181   2: 0.019004721115569   4: 0.019004338714761 

training_5905     9: 0.773892923420977   8: 0.025125203411233   6: 0.025124459545803   5: 0.025123387638576   0: 0.025122710878798   4: 0.025122573783969   1: 0.025122401091419   3: 0.025122166080188   7: 0.025122134170192   2: 0.025122039978845 

training_5906     4: 0.745490332371913   5: 0.028284334245123   6: 0.028278541293680   1: 0.028278462641769   0: 0.028278265981560   9: 0.028278188886042   8: 0.028278095608553   3: 0.028278061096095   2: 0.028277890842995   7: 0.028277827032269 

training_5908     6: 0.794823030805122   0: 0.090846253536988   1: 0.014306551410441   5: 0.014294382068334   3: 0.014290890618709   4: 0.014289332859934   9: 0.014287899752759   8: 0.014287356450836   2: 0.014287192719177   7: 0.014287109777700 

training_5909     9: 0.500352789632725   6: 0.356238218253078   8: 0.017953769137214   2: 0.017923918319391   0: 0.017923318978293   1: 0.017922823791390   5: 0.017922473013694   4: 0.017921124111028   3: 0.017920971831510   7: 0.017920592931676 

training_5910     9: 0.394477157862960   5: 0.389149499256218   4: 0.076065643181885   0: 0.020257298567429   7: 0.020118131703321   3: 0.020067756838630   6: 0.020062131952254   2: 0.019965803956234   8: 0.019918948280689   1: 0.019917628400378 

training_5911     4: 0.720322192292858   7: 0.097527960601725   5: 0.022785271772549   3: 0.022767038480208   8: 0.022766501169131   9: 0.022766381770097   6: 0.022766246463555   2: 0.022766202290124   0: 0.022766172615201   1: 0.022766032544552 

training_5912     5: 0.393951507293367   3: 0.381707061396869   4: 0.028049396279556   8: 0.028042029884630   6: 0.028041870005344   0: 0.028041819398464   2: 0.028041678300799   9: 0.028041640382684   1: 0.028041527773182   7: 0.028041469285106 

training_5913     5: 0.404028971382445   1: 0.345439355839094   4: 0.031322578331794   6: 0.031320849655528   9: 0.031316654409539   8: 0.031314849743869   0: 0.031314531426007   3: 0.031314512701648   7: 0.031313917334675   2: 0.031313779175400 

training_5914     5: 0.538981475003327   1: 0.146631903038650   4: 0.145536463464048   6: 0.024122190006943   8: 0.024121947438073   9: 0.024121677926444   3: 0.024121637571068   0: 0.024121333576987   7: 0.024120693815622   2: 0.024120678158837 

training_5915     0: 0.638654328898195   3: 0.136450055468059   5: 0.028115938124458   9: 0.028113106186313   1: 0.028112819142482   6: 0.028111924913694   4: 0.028111178909309   2: 0.028110614915253   7: 0.028110261786748   8: 0.028109771655489 

training_5919     0: 0.604621615395511   5: 0.265962211974755   3: 0.016182800583014   1: 0.016178306370042   6: 0.016178075646070   9: 0.016176323248705   2: 0.016175590900206   4: 0.016175441564612   7: 0.016174819914138   8: 0.016174814402946 

training_5922     5: 0.491970996959587   9: 0.270953844584674   6: 0.029640614134413   4: 0.029637035041241   1: 0.029637020896487   7: 0.029634416813279   8: 0.029633345867650   3: 0.029632226891021   2: 0.029631847059248   0: 0.029628651752400 

training_5925     4: 0.820954297253520   6: 0.019932559906561   5: 0.019892870402702   9: 0.019889159600947   0: 0.019888908793068   8: 0.019888534431345   1: 0.019888470156482   3: 0.019888422773219   2: 0.019888417685722   7: 0.019888358996436 

training_5926     5: 0.481975279656298   2: 0.293623466305846   4: 0.028054883434352   6: 0.028051522619672   9: 0.028050345946261   7: 0.028049089306623   3: 0.028048989433984   8: 0.028048905313259   1: 0.028048887919339   0: 0.028048630064364 

training_5930     5: 0.762113131688454   4: 0.026436315736304   6: 0.026431471273195   1: 0.026431428655815   3: 0.026431403046857   8: 0.026431363577768   0: 0.026431298221717   9: 0.026431294533307   2: 0.026431209015999   7: 0.026431084250585 

training_5931     5: 0.769184917404335   6: 0.075024258017546   4: 0.019479174873821   1: 0.019474099454646   8: 0.019473240669681   0: 0.019473031311917   3: 0.019472993796879   9: 0.019472774952165   2: 0.019472768452685   7: 0.019472741066324 

training_5932     2: 0.346276568176151   6: 0.292868953435354   8: 0.156573246709206   1: 0.087046786136975   5: 0.019541385863437   4: 0.019540399082307   0: 0.019538406806206   7: 0.019538328982691   9: 0.019538209295170   3: 0.019537715512502 

training_5933     6: 0.819480132279754   5: 0.020059799288184   7: 0.020058592844445   0: 0.020057925254197   1: 0.020057558315517   3: 0.020057403894330   8: 0.020057370016021   9: 0.020057217965862   4: 0.020057054013592   2: 0.020056946128098 

training_5934     2: 0.406861742464847   5: 0.367476743198870   8: 0.103594096611307   6: 0.017450501854838   1: 0.017438894088015   0: 0.017437473294063   9: 0.017436007759372   4: 0.017435260216256   7: 0.017434641455433   3: 0.017434639056999 

training_5935     5: 0.448625256328011   2: 0.374852943331007   6: 0.022093862461630   9: 0.022077093195012   0: 0.022075532724474   1: 0.022064389098765   4: 0.022053075267373   3: 0.022052987485379   8: 0.022052583773864   7: 0.022052276334485 

training_5937     1: 0.645428190138331   5: 0.086276627253817   4: 0.075464067163793   6: 0.052503944267056   0: 0.023421479712161   3: 0.023381850529734   8: 0.023381249997555   9: 0.023381214832853   7: 0.023380795247480   2: 0.023380580857221 

training_5938     5: 0.643295533046058   1: 0.117403537685477   6: 0.101788850206348   2: 0.019658712455528   4: 0.019648052660574   0: 0.019645342229267   3: 0.019640348905775   9: 0.019639977514780   8: 0.019639962635002   7: 0.019639682661192 

training_5939     6: 0.534431808923478   5: 0.247539946182381   4: 0.027256261064143   9: 0.027255329731386   0: 0.027254461425370   7: 0.027253057773125   8: 0.027252949554269   1: 0.027252277289997   3: 0.027252081763518   2: 0.027251826292334 

training_5941     6: 0.808029074892960   7: 0.088068613978772   5: 0.013001412882174   1: 0.013000566964076   0: 0.012991486877916   9: 0.012990919616052   4: 0.012983103517712   8: 0.012981618310756   2: 0.012976618349202   3: 0.012976584610380 

training_5945     9: 0.801635599559328   8: 0.022044195914612   6: 0.022043080810558   5: 0.022040910382389   0: 0.022039991598071   1: 0.022039895787575   4: 0.022039386585256   2: 0.022039191855127   7: 0.022038961121832   3: 0.022038786385252 

training_5946     1: 0.713474109097611   3: 0.118569603335283   0: 0.044128621460043   6: 0.017692149053848   5: 0.017691239842208   4: 0.017689456452214   8: 0.017688991098845   9: 0.017688819385219   2: 0.017688711435834   7: 0.017688298838895 

training_5947     6: 0.827321658282500   5: 0.019196891668322   4: 0.019193746865903   9: 0.019188121312025   0: 0.019184568187918   1: 0.019184305085326   8: 0.019182971542257   3: 0.019182675751276   2: 0.019182633500887   7: 0.019182427803585 

training_5949     1: 0.382307673907584   6: 0.300656703850367   5: 0.206806748066473   8: 0.015748107372666   0: 0.015747889641548   2: 0.015747516183514   4: 0.015747104177904   9: 0.015746375056036   3: 0.015746263690146   7: 0.015745618053762 

training_5950     4: 0.694274123826464   6: 0.127488875405865   5: 0.022285180675184   0: 0.022281172827756   1: 0.022278910862812   9: 0.022278737469860   8: 0.022278409509039   3: 0.022278273636578   2: 0.022278171038047   7: 0.022278144748393 

training_5951     5: 0.781386079457895   6: 0.024305402233009   8: 0.024299680746277   9: 0.024291942257189   0: 0.024289027141551   7: 0.024288121220474   1: 0.024285879469144   4: 0.024285512637106   2: 0.024284781573744   3: 0.024283573263611 

training_5954     6: 0.780198287012671   7: 0.063669696167333   0: 0.062590264202067   5: 0.024138137682842   1: 0.011574571266177   9: 0.011567542711807   2: 0.011565500589866   4: 0.011565445841002   3: 0.011565323379386   8: 0.011565231146850 

training_5955     2: 0.326875354987930   4: 0.233573042429211   6: 0.229487301891193   1: 0.088395169702013   0: 0.020288985928463   5: 0.020278685854581   8: 0.020275939244417   7: 0.020275755879221   9: 0.020275380224663   3: 0.020274383858307 

training_5957     6: 0.642799828933532   1: 0.193817813687286   4: 0.049307269348921   7: 0.016306581630036   0: 0.016296249433275   2: 0.016296245680728   5: 0.016294347061930   8: 0.016294088661615   9: 0.016293846595137   3: 0.016293728967539 

training_5958     2: 0.337651678909054   6: 0.308606831403618   8: 0.153178446244181   1: 0.084754907567492   5: 0.019303364501660   4: 0.019302523265362   0: 0.019300823115922   7: 0.019300710364454   9: 0.019300620281556   3: 0.019300094346701 

training_5960     5: 0.773018365493605   3: 0.025221024701284   4: 0.025220316542627   2: 0.025220212468128   6: 0.025220104499011   7: 0.025220071459354   1: 0.025220037635577   0: 0.025220010036811   8: 0.025219954308913   9: 0.025219902854690 

training_5964     6: 0.707493367810805   0: 0.179801337249247   1: 0.026079680059696   5: 0.012450856190462   4: 0.012365129853459   8: 0.012362929458566   9: 0.012361901257467   7: 0.012361669236395   2: 0.012361566186104   3: 0.012361562697799 

training_5965     1: 0.651557107191842   5: 0.214201411660021   4: 0.035360074283623   6: 0.014140650890522   7: 0.014136198263930   3: 0.014121530104893   9: 0.014121400253071   0: 0.014121228049365   8: 0.014120921958112   2: 0.014119477344621 

training_5967     5: 0.780041161026351   6: 0.024441907776326   4: 0.024441765806329   8: 0.024441243114335   0: 0.024439316845173   1: 0.024439192649773   9: 0.024439012403206   3: 0.024438921823371   2: 0.024438796709607   7: 0.024438681845529 

training_5968     4: 0.734373757615845   5: 0.029519461921389   8: 0.029513521597723   3: 0.029513460096463   2: 0.029513358582583   0: 0.029513335263118   7: 0.029513311468235   9: 0.029513294888275   6: 0.029513275894079   1: 0.029513222672290 

training_5969     4: 0.728450973925687   8: 0.098757174254500   5: 0.021609017399538   0: 0.021597836457288   6: 0.021597744955330   9: 0.021597591365995   3: 0.021597491682047   1: 0.021597456633023   2: 0.021597376533487   7: 0.021597336793104 

training_5972     6: 0.746347814959046   0: 0.102437839966425   9: 0.035914347377623   1: 0.016493713417183   5: 0.016471551043119   4: 0.016469353270210   8: 0.016467026034040   7: 0.016466475084162   2: 0.016466011532257   3: 0.016465867315935 

training_5973     6: 0.699254627679877   0: 0.189579480599123   1: 0.031424684251296   2: 0.011398414839825   7: 0.011391670830174   5: 0.011390914872017   9: 0.011390490675746   3: 0.011390139276913   8: 0.011390057455194   4: 0.011389519519835 

training_5974     4: 0.613593689197805   9: 0.187853960017810   5: 0.024822507370120   1: 0.024821297640480   0: 0.024820712569567   6: 0.024819847532600   3: 0.024817686106642   8: 0.024817457406798   2: 0.024816916551087   7: 0.024815925607091 

training_5975     1: 0.530062988160798   0: 0.308731818392883   6: 0.020154606450826   4: 0.020154100438884   5: 0.020150888548911   7: 0.020150171941292   9: 0.020149818943043   8: 0.020148781150514   2: 0.020148523321369   3: 0.020148302651479 

training_5976     4: 0.764810293430822   5: 0.026137781957622   0: 0.026131738124245   1: 0.026131615809838   8: 0.026131514397846   3: 0.026131478193626   2: 0.026131464251352   6: 0.026131387036602   9: 0.026131367274928   7: 0.026131359523120 

training_5977     0: 0.421134927413745   5: 0.282407424834179   4: 0.088588184708729   8: 0.079157977421710   6: 0.021455206632922   1: 0.021453528319251   3: 0.021451916509428   2: 0.021450558868559   9: 0.021450219416611   7: 0.021450055874866 

training_5980     6: 0.755138649992404   9: 0.027220158783725   0: 0.027208896175235   8: 0.027205370037689   1: 0.027204646802800   7: 0.027204587674224   2: 0.027204536316663   5: 0.027204488440480   3: 0.027204364824997   4: 0.027204300951783 

training_5981     6: 0.757744144514784   9: 0.026936218158759   8: 0.026923351991011   3: 0.026914659156399   0: 0.026914528801554   5: 0.026914351308551   1: 0.026914114158637   7: 0.026913227685071   2: 0.026912705579825   4: 0.026912698645411 

training_5982     5: 0.486505167281963   0: 0.269643051696276   4: 0.030492232198022   1: 0.030480369037038   3: 0.030480082175258   6: 0.030480024055430   2: 0.030479910644129   7: 0.030479848209040   8: 0.030479828306150   9: 0.030479486396694 

training_5984     5: 0.774973147561932   4: 0.025007518440516   0: 0.025002821915673   8: 0.025002513866644   6: 0.025002480184143   9: 0.025002392991047   1: 0.025002310570473   7: 0.025002290095522   2: 0.025002268231039   3: 0.025002256143011 

training_5985     6: 0.717503164751318   1: 0.106535335154973   5: 0.066806881589741   0: 0.056345394285199   9: 0.009725820026172   4: 0.008692829571990   7: 0.008624954419696   8: 0.008589507915514   2: 0.008588131370365   3: 0.008587980915033 

training_5986     6: 0.329334274384846   5: 0.233361256343674   8: 0.204847754206233   9: 0.103607025277707   4: 0.041184384527415   2: 0.017535766783841   1: 0.017534664680752   0: 0.017534098938770   7: 0.017530439895337   3: 0.017530334961425 

training_5991     5: 0.552373355291308   4: 0.149294494234594   0: 0.143352665837385   6: 0.022140086341977   1: 0.022139985213945   8: 0.022139979652514   3: 0.022139958059466   7: 0.022139876113380   2: 0.022139833314546   9: 0.022139765940884 

training_5993     5: 0.599994737650233   0: 0.219090752430044   4: 0.022622030375646   1: 0.022613334495919   3: 0.022613287162794   8: 0.022613203661154   2: 0.022613195209167   6: 0.022613186100755   9: 0.022613175185230   7: 0.022613097729058 

training_5994     5: 0.766534761179285   4: 0.025944127868907   8: 0.025940541433973   3: 0.025940234964087   9: 0.025940197514718   2: 0.025940129846047   7: 0.025940081696644   1: 0.025939979885973   0: 0.025939979402999   6: 0.025939966207365 

training_5998     8: 0.666308443730167   6: 0.199482643797666   0: 0.016777659981350   1: 0.016777340204092   9: 0.016776474884630   5: 0.016775970325680   7: 0.016775711565764   2: 0.016775329901392   4: 0.016775300062405   3: 0.016775125546853 

training_6        8: 0.568622230294196   6: 0.141275709678452   2: 0.114211776425735   3: 0.041243178736325   5: 0.038556996166669   0: 0.019240072681286   7: 0.019218489486976   9: 0.019210681105422   1: 0.019210532806055   4: 0.019210332618885 

training_6000     6: 0.491536723841266   9: 0.248367336326210   1: 0.111698273069497   3: 0.046962045506611   0: 0.016909935369170   5: 0.016906493560836   7: 0.016906091116396   4: 0.016904612444547   2: 0.016904297730934   8: 0.016904191034533 

training_6003     5: 0.391907213368298   8: 0.257111809227077   1: 0.152211498369252   3: 0.078152366617652   9: 0.020112400445150   6: 0.020110726987672   0: 0.020107169138988   4: 0.020096189749599   2: 0.020095648740079   7: 0.020094977356232 

training_6005     5: 0.635745573107823   1: 0.156577710097436   4: 0.025964574408990   8: 0.025959128746513   3: 0.025959019500731   9: 0.025958956788418   2: 0.025958896054656   7: 0.025958774371481   0: 0.025958712652972   6: 0.025958654270979 

